,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
10,HA637,경기,22,22,"4,629",2015년
11,HA637,강원,-,-,-,2015년
12,HA637,충북,1,1,204,2015년
13,HA637,충남,1,1,312,2015년
14,HA637,전북,1,1,204,2015년
15,HA637,경북,1,1,200,2015년
16,HA637,경남,1,2,416,2015년
17,HA637,제주,-,-,-,2015년
2,HA637,계,66,66,"16,043",2016년
3,HA637,서울,10,10,"3,024",2016년
4,HA637,부산,15,15,"4,211",2016년
5,HA637,인천,2,2,624,2016년
6,HA637,대구,1,1,211,2016년
7,HA637,광주,2,2,414,2016년
8,HA637,대전,-,-,-,2016년
9,HA637,울산,2,2,419,2016년
10,HA637,경기,29,28,"5,893",2016년
11,HA637,강원,-,-,-,2016년
12,HA637,충북,2,2,422,2016년
13,HA637,충남,1,1,316,2016년
14,HA637,전북,1,1,208,2016년
15,HA637,경북,1,1,300,2016년
16,HA637,경남,-,-,-,2016년
17,HA637,제주,-,-,-,2016년
2,HA637,계,55,55,"15,960",2017년
3,HA637,서울,9,8,"3,784",2017년
4,HA637,부산,10,10,"2,791",2017년
5,HA637,인천,-,-,-,2017년
6,HA637,대구,1,1,211,2017년
7,HA637,광주,-,-,-,2017년
8,HA637,대전,-,-,-,2017년
9,HA637,울산,6,6,"1,682",2017년
10,HA637,경기,19,20,"4,140",2017년
11,HA637,강원,2,2,"1,070",2017년
12,HA637,충북,-,-,-,2017년
13,HA637,충남,-,-,-,2017년
14,HA637,전북,-,-,-,2017년
15,HA637,경북,2,3,924,2017년
16,HA637,경남,6,4,"1,358",2017년
17,HA637,제주,-,-,-,2017년
2,HA637,계,57,58,"15,172",2018년
3,HA637,서울,18,19,"5,025",2018년
4,HA637,부산,12,12,"2,831",2018년
5,HA637,인천,-,-,-,2018년
6,HA637,대구,-,-,-,2018년
7,HA637,광주,-,-,-,2018년
8,HA637,대전,2,2,537,2018년
9,HA637,울산,3,3,839,2018년
10,HA637,경기,16,17,"4,025",2018년
11,HA637,강원,1,1,307,2018년
12,HA637,충북,-,-,-,2018년
13,HA637,충남,3,3,"1,177",2018년
14,HA637,전북,-,-,-,2018년
15,HA637,경북,-,-,-,2018년
16,HA637,경남,2,2,431,2018년
17,HA637,제주,-,-,-,2018년
2,HA637,계,89,90,"28,996",2019년
3,HA637,서울,50,54,"17,987",2019년
4,HA637,부산,10,10,"3,458",2019년
5,HA637,인천,2,2,677,2019년
6,HA637,대구,-,-,-,2019년
7,HA637,광주,1,1,226,2019년
8,HA637,대전,1,1,220,2019년
9,HA637,울산,-,-,-,2019년
10,HA637,경기,13,12,"2,927",2019년
11,HA637,강원,1,1,307,2019년
12,HA637,충북,-,-,-,2019년
13,HA637,충남,2,2,645,2019년
14,HA637,전북,3,3,790,2019년
15,HA637,경북,2,3,651,2019년
16,HA637,경남,4,2,"1,108",2019년
17,HA637,제주,-,-,-,2019년
2,HA637,계,254,264,"88,416",2020년
3,HA637,서울,213,222,"75,293",2020년
4,HA637,부산,2,2,"1,103",2020년
5,HA637,인천,2,1,612,2020년
6,HA637,대구,1,1,230,2020년
7,HA637,광주,22,21,"7,177",2020년
8,HA637,대전,-,-,-,2020년
9,HA637,울산,-,-,-,2020년
10,HA637,경기,6,6,"1,345",2020년
11,HA637,강원,1,1,322,2020년
12,HA637,충북,-,-,-,2020년
13,HA637,충남,1,1,335,2020년
14,HA637,전북,1,1,230,2020년
15,HA637,경북,2,4,553,2020년
16,HA637,경남,3,3,"1,217",2020년
17,HA637,제주,-,-,-,2020년
2,HA637,계,375,383,"134,982",2021년
3,HA637,서울,334,338,"120,926",2021년
4,HA637,부산,-,-,-,2021년
5,HA637,인천,2,2,764,2021년
6,HA637,대구,2,2,700,2021년
7,HA637,광주,28,28,"9,818",2021년
8,HA637,대전,1,3,612,2021년
9,HA637,울산,-,-,-,2021년
10,HA637,경기,3,3,679,2021년
11,HA637,강원,1,1,339,2021년
12,HA637,충북,-,-,-,2021년
13,HA637,충남,-,-,-,2021년
14,HA637,전북,-,-,-,2021년
15,HA637,경북,2,4,561,2021년
16,HA637,경남,2,2,583,2021년
17,HA637,제주,-,-,-,2021년
2,HA641,계,519,593,"118,287",2010년
3,HA641,서울,226,258,"55,769",2010년
4,HA641,부산,19,18,"3,859",2010년
5,HA641,인천,10,10,"2,424",2010년
6,HA641,대구,31,33,"7,111",2010년
7,HA641,광주,12,12,"2,424",2010년
8,HA641,대전,18,19,"4,520",2010년
9,HA641,울산,4,3,644,2010년
10,HA641,경기,105,141,"23,464",2010년
11,HA641,강원,14,14,"1,790",2010년
12,HA641,충북,2,2,345,2010년
13,HA641,충남,9,10,"2,284",2010년
14,HA641,전북,28,32,"5,509",2010년
15,HA641,전남,4,3,653,2010년
16,HA641,경북,11,10,"2,396",2010년
17,HA641,경남,26,27,"4,559",2010년
18,HA641,제주,2,2,534,2010년
19,HA641,세종,-,-,-,2010년
2,HA641,계,508,574,"129,353",2011년
3,HA641,서울,203,238,"54,096",2011년
4,HA641,부산,16,18,"4,058",2011년
5,HA641,인천,21,20,"5,228",2011년
6,HA641,대구,37,38,"11,677",2011년
7,HA641,광주,16,15,"3,270",2011년
8,HA641,대전,10,14,"3,762",2011년
9,HA641,울산,4,4,823,2011년
10,HA641,경기,107,130,"24,648",2011년
11,HA641,강원,8,9,"2,355",2011년
12,HA641,충북,13,14,"2,495",2011년
13,HA641,충남,5,4,"1,174",2011년
14,HA641,전북,25,28,"5,892",2011년
15,HA641,전남,3,3,790,2011년
16,HA641,경북,12,10,"2,533",2011년
17,HA641,경남,26,24,"5,591",2011년
18,HA641,제주,4,4,960,2011년
19,HA641,세종,-,-,-,2011년
2,HA641,계,502,562,"151,428",2012년
3,HA641,서울,258,293,"79,739",2012년
4,HA641,부산,21,22,"6,440",2012년
5,HA641,인천,16,18,"5,095",2012년
6,HA641,대구,30,28,"10,041",2012년
7,HA641,광주,15,16,"4,022",2012년
8,HA641,대전,27,24,"8,710",2012년
9,HA641,울산,1,1,237,2012년
10,HA641,경기,75,96,"19,882",2012년
11,HA641,강원,7,7,"1,834",2012년
12,HA641,충북,3,3,618,2012년
13,HA641,충남,6,6,"1,734",2012년
14,HA641,전북,19,22,"5,722",2012년
15,HA641,전남,3,3,633,2012년
16,HA641,경북,8,8,"2,257",2012년
17,HA641,경남,13,14,"3,989",2012년
18,HA641,제주,2,2,474,2012년
19,HA641,세종,-,-,-,2012년
2,HA641,계,513,522,"147,294",2013년
3,HA641,서울,212,225,"60,852",2013년
4,HA641,부산,11,12,"3,245",2013년
5,HA641,인천,27,26,"8,921",2013년
6,HA641,대구,33,27,"9,237",2013년
7,HA641,광주,14,13,"3,254",2013년
8,HA641,대전,35,28,"10,224",2013년
9,HA641,울산,3,3,647,2013년
10,HA641,경기,96,105,"25,723",2013년
11,HA641,강원,5,7,"1,866",2013년
12,HA641,충북,3,3,588,2013년
13,HA641,충남,4,4,"1,164",2013년
14,HA641,전북,25,24,"7,325",2013년
15,HA641,전남,-,-,-,2013년
16,HA641,경북,19,18,"5,970",2013년
17,HA641,경남,27,28,"8,278",2013년
18,HA641,제주,-,-,-,2013년
19,HA641,세종,-,-,-,2013년
2,HA641,계,510,534,"152,707",2014년
3,HA641,서울,227,248,"71,214",2014년
4,HA641,부산,23,26,"7,191",2014년
5,HA641,인천,15,20,"5,811",2014년
6,HA641,대구,35,26,"8,297",2014년
7,HA641,광주,31,26,"8,494",2014년
8,HA641,대전,11,8,"2,771",2014년
9,HA641,울산,6,6,"1,313",2014년
10,HA641,경기,92,98,"25,467",2014년
11,HA641,강원,13,16,"3,639",2014년
12,HA641,충북,3,4,814,2014년
13,HA641,충남,5,4,"1,438",2014년
14,HA641,전북,10,14,"4,098",2014년
15,HA641,전남,3,2,673,2014년
16,HA641,경북,13,11,"3,513",2014년
17,HA641,경남,24,23,"7,827",2014년
18,HA641,제주,1,0,150,2014년
19,HA641,세종,-,-,-,2014년
2,HA641,계,515,520,"145,870",2015년
3,HA641,서울,219,218,"59,971",2015년
4,HA641,부산,22,22,"4,690",2015년
5,HA641,인천,18,27,"7,437",2015년
6,HA641,대구,35,30,"9,937",2015년
7,HA641,광주,31,28,"6,951",2015년
8,HA641,대전,17,16,"4,488",2015년
9,HA641,울산,6,8,"2,472",2015년
10,HA641,경기,72,76,"21,766",2015년
11,HA641,강원,10,12,"2,938",2015년
12,HA641,충북,5,4,929,2015년
13,HA641,충남,5,6,"1,738",2015년
14,HA641,전북,16,14,"4,505",2015년
15,HA641,전남,2,3,839,2015년
16,HA641,경북,28,26,"7,461",2015년
17,HA641,경남,26,26,"8,744",2015년
18,HA641,제주,4,4,"1,006",2015년
19,HA641,세종,-,-,-,2015년
2,HA641,계,548,550,"151,769",2016년
3,HA641,서울,215,213,"58,772",2016년
4,HA641,부산,31,31,"8,886",2016년
5,HA641,인천,14,16,"5,609",2016년
6,HA641,대구,33,30,"9,938",2016년
7,HA641,광주,36,36,"8,593",2016년
8,HA641,대전,14,16,"3,962",2016년
9,HA641,울산,8,8,"2,067",2016년
10,HA641,경기,82,84,"23,590",2016년
11,HA641,강원,15,17,"3,712",2016년
12,HA641,충북,11,10,"2,342",2016년
13,HA641,충남,3,3,"1,234",2016년
14,HA641,전북,18,18,"4,706",2016년
15,HA641,전남,-,-,-,2016년
16,HA641,경북,42,40,"10,322",2016년
17,HA641,경남,22,21,"5,693",2016년
18,HA641,제주,6,6,"2,344",2016년
19,HA641,세종,-,-,-,2016년
2,HA641,계,527,521,"147,117",2017년
3,HA641,서울,179,180,"52,443",2017년
4,HA641,부산,38,36,"8,639",2017년
5,HA641,인천,10,10,"3,313",2017년
6,HA641,대구,23,22,"8,134",2017년
7,HA641,광주,45,40,"11,628",2017년
8,HA641,대전,13,12,"2,792",2017년
9,HA641,울산,9,10,"3,064",2017년
10,HA641,경기,65,77,"19,578",2017년
11,HA641,강원,42,28,"9,540",2017년
12,HA641,충북,12,12,"2,652",2017년
13,HA641,충남,8,10,"3,926",2017년
14,HA641,전북,12,14,"3,143",2017년
15,HA641,전남,1,0,177,2017년
16,HA641,경북,46,46,"10,068",2017년
17,HA641,경남,23,22,"7,504",2017년
18,HA641,제주,2,2,515,2017년
19,HA641,세종,-,-,-,2017년
2,HA641,계,611,563,"176,465",2018년
3,HA641,서울,208,205,"65,032",2018년
4,HA641,부산,27,28,"6,335",2018년
5,HA641,인천,30,32,"6,004",2018년
6,HA641,대구,30,32,"12,909",2018년
7,HA641,광주,24,25,"7,193",2018년
8,HA641,대전,9,6,"2,204",2018년
9,HA641,울산,4,4,"1,084",2018년
10,HA641,경기,68,72,"23,770",2018년
11,HA641,강원,107,60,"21,586",2018년
12,HA641,충북,10,8,"2,116",2018년
13,HA641,충남,16,15,"5,832",2018년
14,HA641,전북,21,24,"5,506",2018년
15,HA641,전남,4,2,742,2018년
16,HA641,경북,29,24,"6,721",2018년
17,HA641,경남,23,22,"7,703",2018년
18,HA641,제주,4,4,"1,725",2018년
19,HA641,세종,-,-,-,2018년
2,HA641,계,628,657,"192,592",2019년
3,HA641,서울,205,212,"72,182",2019년
4,HA641,부산,27,30,"7,803",2019년
5,HA641,인천,12,10,"2,534",2019년
6,HA641,대구,21,18,"6,528",2019년
7,HA641,광주,30,32,"9,999",2019년
8,HA641,대전,16,12,"3,549",2019년
9,HA641,울산,5,6,"1,473",2019년
10,HA641,경기,78,113,"25,317",2019년
11,HA641,강원,67,36,"13,417",2019년
12,HA641,충북,78,78,"16,877",2019년
13,HA641,충남,20,20,"10,178",2019년
14,HA641,전북,19,20,"4,573",2019년
15,HA641,전남,4,2,958,2019년
16,HA641,경북,31,30,"7,940",2019년
17,HA641,경남,16,32,"8,689",2019년
18,HA641,제주,2,3,575,2019년
19,HA641,세종,-,-,-,2019년
2,HA641,계,939,"1,007","246,647",2020년
3,HA641,서울,218,226,"67,260",2020년
4,HA641,부산,26,26,"5,437",2020년
5,HA641,인천,12,11,"3,525",2020년
6,HA641,대구,29,26,"7,988",2020년
7,HA641,광주,14,12,"4,089",2020년
8,HA641,대전,9,8,"2,970",2020년
9,HA641,울산,5,6,"1,735",2020년
10,HA641,경기,72,107,"23,781",2020년
11,HA641,강원,45,52,"10,100",2020년
12,HA641,충북,401,414,"88,949",2020년
13,HA641,충남,10,9,"5,134",2020년
14,HA641,전북,22,22,"6,466",2020년
15,HA641,전남,4,7,"1,514",2020년
16,HA641,경북,50,51,"10,988",2020년
17,HA641,경남,19,24,"5,125",2020년
18,HA641,제주,5,5,"1,226",2020년
19,HA641,세종,1,1,360,2020년
2,HA641,계,"1,009","1,046","257,580",2021년
3,HA641,서울,225,244,"74,504",2021년
4,HA641,부산,25,26,"6,843",2021년
5,HA641,인천,10,11,"2,622",2021년
6,HA641,대구,32,26,"7,859",2021년
7,HA641,광주,28,36,"12,988",2021년
8,HA641,대전,2,2,556,2021년
9,HA641,울산,1,1,180,2021년
10,HA641,경기,60,70,"17,141",2021년
11,HA641,강원,34,42,"7,391",2021년
12,HA641,충북,465,474,"93,688",2021년
13,HA641,충남,53,33,"14,857",2021년
14,HA641,전북,12,12,"2,852",2021년
15,HA641,전남,3,2,757,2021년
16,HA641,경북,45,43,"11,681",2021년
17,HA641,경남,14,22,"3,202",2021년
18,HA641,제주,1,1,274,2021년
19,HA641,세종,1,1,183,2021년
2,HA642,계,126,129,"26,071",2010년
3,HA642,서울,55,60,"13,390",2010년
4,HA642,부산,12,12,"1,372",2010년
5,HA642,인천,3,4,642,2010년
6,HA642,대구,9,9,"1,712",2010년
7,HA642,광주,-,-,-,2010년
8,HA642,대전,6,6,"1,834",2010년
9,HA642,울산,1,0,118,2010년
10,HA642,경기,10,10,"2,452",2010년
11,HA642,강원,2,2,204,2010년
12,HA642,충북,8,8,902,2010년
13,HA642,충남,6,6,"1,293",2010년
14,HA642,전북,11,9,"1,612",2010년
15,HA642,전남,-,-,-,2010년
16,HA642,경북,-,-,-,2010년
17,HA642,경남,3,3,540,2010년
18,HA642,제주,-,-,-,2010년
19,HA642,세종,-,-,-,2010년
2,HA642,계,175,193,"36,937",2011년
3,HA642,서울,76,88,"19,914",2011년
4,HA642,부산,1,1,185,2011년
5,HA642,인천,4,4,564,2011년
6,HA642,대구,17,17,"3,353",2011년
7,HA642,광주,-,-,-,2011년
8,HA642,대전,-,-,-,2011년
9,HA642,울산,2,2,641,2011년
10,HA642,경기,13,12,"2,830",2011년
11,HA642,강원,2,2,282,2011년
12,HA642,충북,50,56,"7,329",2011년
13,HA642,충남,4,4,641,2011년
14,HA642,전북,2,2,385,2011년
15,HA642,전남,-,-,-,2011년
16,HA642,경북,-,-,-,2011년
17,HA642,경남,4,4,812,2011년
18,HA642,제주,-,-,-,2011년
19,HA642,세종,-,-,-,2011년
2,HA642,계,354,289,"66,552",2012년
3,HA642,서울,76,86,"20,914",2012년
4,HA642,부산,2,2,376,2012년
5,HA642,인천,6,7,"1,787",2012년
6,HA642,대구,10,10,"2,118",2012년
7,HA642,광주,-,-,-,2012년
8,HA642,대전,1,1,142,2012년
9,HA642,울산,-,-,-,2012년
10,HA642,경기,6,7,"1,866",2012년
11,HA642,강원,3,3,481,2012년
12,HA642,충북,56,66,"9,872",2012년
13,HA642,충남,7,7,"1,693",2012년
14,HA642,전북,13,12,"2,067",2012년
15,HA642,전남,-,-,-,2012년
16,HA642,경북,-,-,-,2012년
17,HA642,경남,174,88,"25,234",2012년
18,HA642,제주,-,-,-,2012년
19,HA642,세종,-,-,-,2012년
2,HA642,계,233,237,"50,556",2013년
3,HA642,서울,71,80,"19,558",2013년
4,HA642,부산,1,1,160,2013년
5,HA642,인천,-,-,-,2013년
6,HA642,대구,8,8,"1,827",2013년
7,HA642,광주,1,1,166,2013년
8,HA642,대전,2,1,319,2013년
9,HA642,울산,-,-,-,2013년
10,HA642,경기,16,16,"3,622",2013년
11,HA642,강원,1,1,240,2013년
12,HA642,충북,49,63,"10,128",2013년
13,HA642,충남,6,6,"1,444",2013년
14,HA642,전북,33,34,"6,049",2013년
15,HA642,전남,1,1,290,2013년
16,HA642,경북,2,2,305,2013년
17,HA642,경남,42,23,"6,447",2013년
18,HA642,제주,-,-,-,2013년
19,HA642,세종,-,-,-,2013년
2,HA642,계,196,232,"52,729",2014년
3,HA642,서울,77,92,"24,284",2014년
4,HA642,부산,1,1,148,2014년
5,HA642,인천,5,6,"1,345",2014년
6,HA642,대구,5,5,931,2014년
7,HA642,광주,2,2,332,2014년
8,HA642,대전,1,1,339,2014년
9,HA642,울산,-,-,-,2014년
10,HA642,경기,29,36,"7,903",2014년
11,HA642,강원,1,1,163,2014년
12,HA642,충북,57,70,"12,913",2014년
13,HA642,충남,5,5,"1,124",2014년
14,HA642,전북,4,3,637,2014년
15,HA642,전남,1,1,326,2014년
16,HA642,경북,2,2,459,2014년
17,HA642,경남,6,6,"1,825",2014년
18,HA642,제주,-,-,-,2014년
19,HA642,세종,-,-,-,2014년
2,HA642,계,196,240,"52,611",2015년
3,HA642,서울,34,36,"11,629",2015년
4,HA642,부산,3,3,753,2015년
5,HA642,인천,5,4,"1,160",2015년
6,HA642,대구,4,4,"1,197",2015년
7,HA642,광주,1,1,345,2015년
8,HA642,대전,1,1,172,2015년
9,HA642,울산,-,-,-,2015년
10,HA642,경기,10,11,"3,282",2015년
11,HA642,강원,8,8,"1,943",2015년
12,HA642,충북,110,152,"25,278",2015년
13,HA642,충남,7,7,"2,473",2015년
14,HA642,전북,2,2,498,2015년
15,HA642,전남,5,5,"1,663",2015년
16,HA642,경북,-,-,-,2015년
17,HA642,경남,6,7,"2,218",2015년
18,HA642,제주,-,-,-,2015년
19,HA642,세종,-,-,-,2015년
2,HA642,계,227,240,"55,574",2016년
3,HA642,서울,54,56,"19,311",2016년
4,HA642,부산,5,5,"1,564",2016년
5,HA642,인천,12,16,"3,280",2016년
6,HA642,대구,1,1,258,2016년
7,HA642,광주,-,-,-,2016년
8,HA642,대전,-,-,-,2016년
9,HA642,울산,-,-,-,2016년
10,HA642,경기,8,12,"3,851",2016년
11,HA642,강원,14,12,"2,392",2016년
12,HA642,충북,112,118,"18,568",2016년
13,HA642,충남,9,9,"2,878",2016년
14,HA642,전북,1,1,159,2016년
15,HA642,전남,4,3,"1,084",2016년
16,HA642,경북,-,-,-,2016년
17,HA642,경남,7,7,"2,228",2016년
18,HA642,제주,-,-,-,2016년
19,HA642,세종,-,-,-,2016년
2,HA642,계,237,294,"67,707",2017년
3,HA642,서울,41,41,"14,303",2017년
4,HA642,부산,2,2,482,2017년
5,HA642,인천,12,12,"2,362",2017년
6,HA642,대구,1,1,331,2017년
7,HA642,광주,2,2,515,2017년
8,HA642,대전,2,2,695,2017년
9,HA642,울산,-,-,-,2017년
10,HA642,경기,22,23,"7,278",2017년
11,HA642,강원,15,18,"3,802",2017년
12,HA642,충북,118,173,"30,640",2017년
13,HA642,충남,4,4,"1,424",2017년
14,HA642,전북,1,1,162,2017년
15,HA642,전남,7,6,"1,895",2017년
16,HA642,경북,1,1,171,2017년
17,HA642,경남,9,8,"2,988",2017년
18,HA642,제주,2,2,661,2017년
19,HA642,세종,-,-,-,2017년
2,HA642,계,278,388,"84,760",2018년
3,HA642,서울,55,72,"19,757",2018년
4,HA642,부산,2,4,660,2018년
5,HA642,인천,13,16,"4,037",2018년
6,HA642,대구,1,1,171,2018년
7,HA642,광주,-,-,-,2018년
8,HA642,대전,1,0,159,2018년
9,HA642,울산,-,-,-,2018년
10,HA642,경기,16,16,"6,184",2018년
11,HA642,강원,16,18,"3,364",2018년
12,HA642,충북,157,242,"44,758",2018년
13,HA642,충남,3,3,700,2018년
14,HA642,전북,1,3,514,2018년
15,HA642,전남,2,2,531,2018년
16,HA642,경북,1,1,165,2018년
17,HA642,경남,10,10,"3,759",2018년
18,HA642,제주,-,-,-,2018년
19,HA642,세종,-,-,-,2018년
2,HA642,계,262,387,"97,565",2019년
3,HA642,서울,45,94,"13,963",2019년
4,HA642,부산,2,2,516,2019년
5,HA642,인천,13,14,"3,452",2019년
6,HA642,대구,1,1,179,2019년
7,HA642,광주,1,1,172,2019년
8,HA642,대전,4,4,"1,127",2019년
9,HA642,울산,2,1,353,2019년
10,HA642,경기,11,12,"3,655",2019년
11,HA642,강원,3,2,826,2019년
12,HA642,충북,168,244,"69,621",2019년
13,HA642,충남,1,1,394,2019년
14,HA642,전북,2,2,358,2019년
15,HA642,전남,6,6,"2,203",2019년
16,HA642,경북,-,-,-,2019년
17,HA642,경남,3,2,745,2019년
18,HA642,제주,-,-,-,2019년
19,HA642,세종,-,-,-,2019년
2,HA642,계,188,245,"62,334",2020년
3,HA642,서울,79,130,"30,417",2020년
4,HA642,부산,1,1,357,2020년
5,HA642,인천,7,10,"2,930",2020년
6,HA642,대구,2,2,371,2020년
7,HA642,광주,1,1,369,2020년
8,HA642,대전,4,4,"1,519",2020년
9,HA642,울산,-,-,-,2020년
10,HA642,경기,5,5,"1,598",2020년
11,HA642,강원,16,37,"7,255",2020년
12,HA642,충북,60,43,"13,448",2020년
13,HA642,충남,4,4,771,2020년
14,HA642,전북,-,-,-,2020년
15,HA642,전남,1,1,392,2020년
16,HA642,경북,-,-,-,2020년
17,HA642,경남,5,4,"1,803",2020년
18,HA642,제주,2,2,927,2020년
19,HA642,세종,1,1,178,2020년
2,HA642,계,571,552,"161,541",2021년
3,HA642,서울,79,144,"30,776",2021년
4,HA642,부산,1,1,362,2021년
5,HA642,인천,10,14,"4,055",2021년
6,HA642,대구,4,2,752,2021년
7,HA642,광주,1,1,377,2021년
8,HA642,대전,2,2,387,2021년
9,HA642,울산,1,0,185,2021년
10,HA642,경기,20,16,"5,564",2021년
11,HA642,강원,6,7,"1,266",2021년
12,HA642,충북,216,223,"69,390",2021년
13,HA642,충남,36,36,"7,512",2021년
14,HA642,전북,181,90,"36,003",2021년
15,HA642,전남,1,1,398,2021년
16,HA642,경북,2,2,723,2021년
17,HA642,경남,7,7,"3,067",2021년
18,HA642,제주,-,-,-,2021년
19,HA642,세종,4,4,723,2021년
2,HA651,계,"4,035","4,498","668,612",2010년
3,HA651,서울,"1,246","1,434","214,091",2010년
4,HA651,부산,267,292,"44,552",2010년
5,HA651,인천,210,249,"39,723",2010년
6,HA651,대구,122,126,"17,683",2010년
7,HA651,광주,266,283,"41,200",2010년
8,HA651,대전,344,354,"71,361",2010년
9,HA651,울산,181,155,"27,246",2010년
10,HA651,경기,668,806,"106,144",2010년
11,HA651,강원,86,98,"12,216",2010년
12,HA651,충북,83,84,"12,383",2010년
13,HA651,충남,113,115,"16,669",2010년
14,HA651,전북,164,173,"24,138",2010년
15,HA651,전남,7,7,"1,395",2010년
16,HA651,경북,59,65,"10,225",2010년
17,HA651,경남,206,214,"24,306",2010년
18,HA651,제주,36,42,"5,280",2010년
19,HA651,세종,-,-,-,2010년
2,HA651,계,"4,351","4,773","789,647",2011년
3,HA651,서울,"1,271","1,402","233,516",2011년
4,HA651,부산,360,354,"58,760",2011년
5,HA651,인천,249,298,"53,895",2011년
6,HA651,대구,110,112,"17,180",2011년
7,HA651,광주,259,292,"49,306",2011년
8,HA651,대전,355,343,"71,888",2011년
9,HA651,울산,160,137,"26,941",2011년
10,HA651,경기,719,854,"125,592",2011년
11,HA651,강원,80,92,"14,211",2011년
12,HA651,충북,117,128,"19,340",2011년
13,HA651,충남,155,175,"28,341",2011년
14,HA651,전북,175,190,"32,771",2011년
15,HA651,전남,8,8,"1,490",2011년
16,HA651,경북,68,76,"10,589",2011년
17,HA651,경남,256,246,"36,610",2011년
18,HA651,제주,50,66,"9,218",2011년
19,HA651,세종,-,-,-,2011년
2,HA651,계,"4,897","5,351","997,862",2012년
3,HA651,서울,"1,329","1,469","277,191",2012년
4,HA651,부산,475,501,"91,055",2012년
5,HA651,인천,208,262,"46,607",2012년
6,HA651,대구,193,175,"35,660",2012년
7,HA651,광주,257,280,"55,666",2012년
8,HA651,대전,428,410,"96,509",2012년
9,HA651,울산,173,151,"33,805",2012년
10,HA651,경기,869,"1,019","166,391",2012년
11,HA651,강원,63,80,"15,347",2012년
12,HA651,충북,136,144,"25,752",2012년
13,HA651,충남,159,192,"32,902",2012년
14,HA651,전북,167,178,"34,295",2012년
